id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
demo_000029,1,2016-03-20 19:32:00,2016-03-20 20:02:11.628386693,1,-73.95640202999658,40.7592768264465,-74.03041369732267,40.754494157689805,N,1811
demo_000030,1,2016-03-22 01:59:00,2016-03-22 02:21:50.138566006,3,-74.03103343248,40.686893315096796,-74.0991729746593,40.6611114305915,N,1370
demo_000031,2,2016-02-10 21:40:00,2016-02-10 21:58:34.214178717,1,-73.97686114589054,40.76540998244597,-73.91919797317313,40.76148049445218,N,1114
demo_000032,1,2016-01-17 14:01:00,2016-01-17 14:14:16.814856613,6,-74.09181992240909,40.784675223468554,-74.11231251351757,40.807410591528715,N,796
demo_000033,1,2016-04-09 19:48:00,2016-04-09 20:06:22.489806645,3,-74.01082730736647,40.74819759805917,-73.97703059240214,40.734477950037885,N,1102
demo_000034,1,2016-06-08 19:41:00,2016-06-08 20:05:32.056666487,1,-73.94175375455211,40.821578444864905,-73.99785991911553,40.83345146254619,N,1472
demo_000035,2,2016-01-12 11:41:00,2016-01-12 11:58:25.297560691,4,-73.990631551492,40.727156654339744,-74.02727159182989,40.697922785525094,N,1045
demo_000036,2,2016-06-03 11:49:00,2016-06-03 12:02:22.176431896,5,-73.97969392986502,40.765610414535615,-73.95594149672417,40.786671989611136,N,802
demo_000037,2,2016-05-28 23:21:00,2016-05-28 23:29:45.052863835,4,-74.1,40.75674613386669,-74.10358753624945,40.76519554995192,N,525
demo_000038,1,2016-02-19 19:36:00,2016-02-19 19:55:52.166559071,4,-74.00265141281612,40.75448958163948,-73.98383306179649,40.7220325911509,N,1192
demo_000039,1,2016-04-23 16:47:00,2016-04-23 16:52:50.304886310,1,-73.96977774992777,40.75399872411984,-73.97025488973532,40.747950331984754,N,350
demo_000040,1,2016-01-30 17:47:00,2016-01-30 18:04:07.316026384,5,-73.96406195560708,40.76174867605033,-73.97133047434731,40.786897580601924,N,1027
demo_000041,1,2016-05-16 10:56:00,2016-05-16 11:13:43.145614906,6,-73.94169399298995,40.787678556021234,-73.96549552697607,40.7536846774236,N,1063
demo_000042,2,2016-05-06 02:15:00,2016-05-06 02:34:00.935825800,3,-73.9944615988298,40.80622076826962,-74.03625169178736,40.77730511182674,N,1140
demo_000043,2,2016-03-04 19:33:00,2016-03-04 19:55:37.349181399,1,-73.99245451156808,40.757921241442354,-73.94335996642745,40.75604482366312,N,1357
demo_000044,1,2016-01-13 05:24:00,2016-01-13 05:50:29.940889181,2,-74.04494528432345,40.78653606252601,-73.9900894656089,40.84413599224768,N,1589
demo_000045,2,2016-06-23 17:24:00,2016-06-23 17:47:14.336134061,4,-73.9942034692628,40.733438156880666,-74.03055807267884,40.7152785486116,N,1394
demo_000046,1,2016-03-21 05:22:00,2016-03-21 05:38:15.175698983,4,-74.0417708778079,40.784808440845424,-74.08041364637815,40.798180838834234,N,975
demo_000047,1,2016-06-09 18:16:00,2016-06-09 18:24:26.009927281,6,-74.06815415539124,40.73133029666606,-74.08032621537602,40.7383539526713,N,506
demo_000048,1,2016-05-02 00:36:00,2016-05-02 00:45:49.226823121,3,-74.03383307165498,40.79617309776309,-74.02191784613477,40.78025606045592,N,589
demo_000049,2,2016-05-20 02:37:00,2016-05-20 02:42:50.143540946,6,-73.91710917914882,40.835372430708766,-73.9234728164273,40.83972303120696,N,350
demo_000050,2,2016-05-16 18:45:00,2016-05-16 18:57:31.206286426,2,-73.9971752540681,40.753727063921005,-73.97969205178443,40.74163552804444,N,751
demo_000051,2,2016-02-05 00:50:00,2016-02-05 00:56:48.257469053,4,-73.97510551866395,40.68126097782174,-73.97682923183035,40.671600248488595,N,408
demo_000052,1,2016-03-06 12:04:00,2016-03-06 12:22:02.635590762,4,-74.00810733130392,40.73881744733644,-74.01211942125464,40.693963105961565,N,1082
demo_000053,2,2016-03-25 00:14:00,2016-03-25 00:39:27.347485062,2,-74.06557479587534,40.80111562970013,-73.98111704008839,40.800455851358734,N,1527
demo_000054,2,2016-03-30 14:27:00,2016-03-30 14:42:15.506987384,3,-73.94287490937816,40.77735768754589,-73.961257023184,40.801633212224694,N,915
demo_000055,1,2016-01-08 21:13:00,2016-01-08 21:31:00.348404784,5,-74.0827489162935,40.766711975953626,-74.02535077504464,40.768262471872674,N,1080
demo_000056,2,2016-04-08 09:10:00,2016-04-08 09:37:38.933973649,4,-74.00996567045563,40.79330339245842,-73.9593254630868,40.822747102000626,N,1658
demo_000057,1,2016-01-28 18:31:00,2016-01-28 18:44:49.918411075,4,-73.98745766963825,40.774955870373695,-73.96981439690778,40.79062471141421,N,829
demo_000058,2,2016-05-13 19:23:00,2016-05-13 19:52:16.778502776,4,-73.97462796604566,40.80062038156079,-74.0420425803214,40.79901276628988,N,1756
demo_000059,1,2016-05-02 22:46:00,2016-05-02 22:55:29.223536175,5,-74.0176911322038,40.790179828682646,-74.0166041200411,40.773225838751465,N,569
demo_000060,2,2016-06-15 01:19:00,2016-06-15 01:28:42.831495734,6,-74.06770826673747,40.8112595158458,-74.08572258324631,40.79813039553104,N,582
demo_000061,1,2016-05-14 01:22:00,2016-05-14 01:38:48.112421633,3,-74.0210491981551,40.77055786293672,-74.02034602395469,40.73085408014042,N,1008
demo_000062,2,2016-03-06 23:53:00,2016-03-07 00:08:31.793659824,3,-74.01869410944289,40.78968407905229,-74.05589794717646,40.782472949019635,N,931
demo_000063,2,2016-06-23 03:38:00,2016-06-23 03:48:52.080227589,6,-74.01978920728197,40.747250552442,-73.99332017906522,40.75119251892323,N,652
demo_000064,2,2016-03-14 22:52:00,2016-03-14 23:13:44.003159989,3,-73.94134736344066,40.73694887159544,-73.90687288749177,40.783265241236016,N,1304
demo_000065,1,2016-02-28 15:33:00,2016-02-28 15:50:08.499467020,6,-74.03961212501626,40.817736867414666,-73.99866127444392,40.832001516143194,N,1028
demo_000066,1,2016-06-11 23:54:00,2016-06-12 00:08:40.297086858,6,-73.97145593265029,40.7655671636713,-73.98483218772374,40.74221610620757,N,880
demo_000067,1,2016-03-07 16:23:00,2016-03-07 16:48:41.831748535,5,-73.9778766333252,40.786170819805186,-74.01495651189683,40.74730787636618,N,1541
demo_000068,1,2016-01-14 17:48:00,2016-01-14 17:56:09.399024303,5,-73.94177952151378,40.7623309005044,-73.92947067193731,40.756753994149875,N,489
demo_000069,2,2016-03-25 12:28:00,2016-03-25 12:50:16.469598940,6,-73.99099093422817,40.7374719522178,-73.92952833295296,40.759389592282155,N,1336
demo_000070,2,2016-05-23 05:20:00,2016-05-23 05:26:12.039920998,2,-73.94939910647611,40.758384401240384,-73.94697046926463,40.75242776014964,N,372
demo_000071,2,2016-02-04 02:30:00,2016-02-04 02:42:30.212461687,3,-73.99274990621423,40.808259790621875,-73.97691950820031,40.82289336334703,N,750
demo_000072,2,2016-03-24 07:54:00,2016-03-24 08:00:37.778816791,4,-73.96545233630368,40.77743340259978,-73.97367465690955,40.77254301546997,N,397
demo_000073,1,2016-01-24 09:15:00,2016-01-24 09:30:36.558638690,2,-74.05263234892612,40.698098439409435,-74.07025380613247,40.71745745114676,N,936
demo_000074,2,2016-05-03 13:35:00,2016-05-03 13:55:18.038464281,4,-74.1,40.750466444019835,-74.07696034214884,40.70734047740678,N,1218
demo_000075,2,2016-03-26 15:02:00,2016-03-26 15:20:08.582352622,4,-73.96801039158953,40.820380282744665,-73.9717227284464,40.86369319998861,N,1088
demo_000076,1,2016-02-29 10:26:00,2016-02-29 10:41:39.866535154,4,-73.96559675932824,40.75051710983526,-73.95147345742471,40.720480056733216,N,939
demo_000077,2,2016-02-10 20:14:00,2016-02-10 20:27:36.730013708,4,-73.96360239500817,40.69498324578931,-73.94583965500347,40.716414018692014,N,816
demo_000078,2,2016-04-11 14:38:00,2016-04-11 14:45:51.927184402,1,-74.00862196316396,40.82425671098979,-73.9964588737941,40.81690774313373,N,471
demo_000079,1,2016-04-30 13:35:00,2016-04-30 13:43:53.890000214,3,-73.91796249865054,40.78188373784345,-73.89843756247197,40.778756384533544,N,533
demo_000080,1,2016-06-18 06:07:00,2016-06-18 06:20:12.007158220,6,-74.00569450170816,40.755549549941556,-74.03554970235477,40.74903979848036,N,792
demo_000081,1,2016-03-19 16:29:00,2016-03-19 16:45:23.153490269,2,-73.96606044411475,40.74500037923713,-73.99805147158689,40.751901703033525,N,983
demo_000082,2,2016-01-29 22:10:00,2016-01-29 22:18:49.827214408,3,-73.95824136987481,40.79588231754271,-73.95973312610607,40.808235480211295,N,529
demo_000083,2,2016-05-29 21:10:00,2016-05-29 21:23:47.257733123,4,-73.90765669281129,40.739030580992086,-73.90830633902043,40.76760634181131,N,827
demo_000084,1,2016-04-23 08:34:00,2016-04-23 08:57:39.837465018,4,-73.99926633289054,40.798188974858064,-74.01754763182574,40.83620359468819,N,1419
demo_000085,2,2016-05-06 01:08:00,2016-05-06 01:15:31.769968175,2,-74.01439368078032,40.776976835000355,-74.0059586704058,40.78593601676332,N,451
demo_000086,2,2016-01-18 12:01:00,2016-01-18 12:23:10.151038966,1,-74.05241654229869,40.76656386739206,-74.0206289322195,40.8128330718496,N,1330
demo_000087,1,2016-02-26 05:25:00,2016-02-26 05:38:46.474761245,5,-73.9151434847002,40.76309301818675,-73.87358056910482,40.76560327684296,N,826
demo_000088,1,2016-05-18 05:05:00,2016-05-18 05:23:37.182707573,4,-73.96603650918281,40.751876118715,-73.91660734364017,40.780967008495836,N,1117
demo_000089,1,2016-05-29 19:21:00,2016-05-29 19:42:40.860383923,6,-73.96461225023475,40.79459740420733,-74.01063030844175,40.8061728353758,N,1300
demo_000090,2,2016-03-19 08:08:00,2016-03-19 08:30:41.256768377,6,-73.84474830914043,40.72771300087644,-73.88545325922023,40.712884475827956,N,1361
demo_000091,2,2016-05-24 20:34:00,2016-05-24 20:41:18.558945082,1,-73.97037298664661,40.701232620560944,-73.98051057541707,40.7061259427292,N,438
demo_000092,2,2016-05-31 12:06:00,2016-05-31 12:14:21.004943349,3,-74.0436044632295,40.77950540430124,-74.04079443429424,40.793091044993986,N,501
demo_000093,1,2016-03-10 17:54:00,2016-03-10 18:00:42.727026928,5,-73.99381566087469,40.780093341482356,-74.00216029100969,40.77922399193449,N,402
demo_000094,1,2016-06-10 15:44:00,2016-06-10 15:53:42.784451146,2,-74.02886520839819,40.774808440337914,-74.04820758495458,40.78595556632385,N,582
demo_000095,2,2016-02-21 21:34:00,2016-02-21 21:44:47.673994875,2,-74.00281407775623,40.772270492936634,-74.01346871616313,40.79563529283846,N,647
demo_000096,2,2016-02-13 02:53:00,2016-02-13 03:03:10.167011210,1,-74.00311653212395,40.74678108675819,-73.98620054833881,40.7461500119243,N,610
demo_000097,1,2016-05-02 20:22:00,2016-05-02 20:54:26.920323234,4,-74.01141609759802,40.7855618946535,-74.05795288323574,40.70607692759907,N,1946
demo_000098,1,2016-04-24 14:48:00,2016-04-24 15:17:38.482233192,3,-74.047697712741,40.756405465563596,-73.96568021170044,40.801718759653916,N,1778
demo_000099,2,2016-01-26 03:43:00,2016-01-26 03:49:23.669073563,6,-73.91333742648474,40.74095102537147,-73.91260265246629,40.73291605675552,N,383
demo_000100,1,2016-05-29 21:25:00,2016-05-29 21:40:13.553170608,6,-73.97155183800027,40.74708380407106,-73.93477217920226,40.72485523810859,N,913
demo_000101,2,2016-02-05 23:36:00,2016-02-05 23:53:20.815597054,1,-73.99514624156151,40.828722389457155,-74.01544641288527,40.79837141147453,N,1040
demo_000102,1,2016-05-24 21:09:00,2016-05-24 21:17:59.870751936,6,-73.95090629767179,40.697275837128416,-73.93080406193343,40.688191797765406,N,539
demo_000103,1,2016-01-02 07:48:00,2016-01-02 08:00:16.712608209,1,-73.96380197263177,40.775492583650355,-73.96029878508277,40.760298392204795,N,736
demo_000104,2,2016-05-23 10:21:00,2016-05-23 10:33:56.779662028,5,-73.9725939170266,40.69923113503317,-73.94260562324051,40.67933187950829,N,776
demo_000105,2,2016-05-21 15:30:00,2016-05-21 15:40:15.224980972,6,-73.9541750867255,40.7542118331587,-73.96112772884933,40.735794423872896,N,615
demo_000106,1,2016-05-20 11:10:00,2016-05-20 11:30:10.998889672,3,-73.97897293653087,40.74282303801961,-73.92466821168273,40.757126094269225,N,1210
demo_000107,1,2016-04-29 16:09:00,2016-04-29 16:45:03.337294934,1,-73.95484003443538,40.68502400961621,-74.00706198909742,40.73984382252329,N,2163
demo_000108,2,2016-03-25 21:10:00,2016-03-25 21:25:52.474549765,1,-73.9511099464605,40.771616315665185,-73.91788186240358,40.79377174881159,N,952
demo_000109,2,2016-05-06 22:18:00,2016-05-06 22:31:39.522888702,3,-73.97767765692352,40.74469866782328,-73.97352246547986,40.77500881881165,N,819
demo_000110,2,2016-02-19 21:09:00,2016-02-19 21:22:17.273392488,6,-73.99491775220733,40.684527778010356,-74.03055918665038,40.67433770716129,N,797
demo_000111,2,2016-05-20 12:44:00,2016-05-20 13:06:19.554349810,3,-73.91613209893457,40.787384883177104,-73.84780979348292,40.79021084804697,N,1339
demo_000112,2,2016-04-10 00:23:00,2016-04-10 00:44:30.008141762,3,-74.0065055692898,40.808225216229616,-73.94180114885994,40.81974024114383,N,1290
demo_000113,2,2016-03-23 14:30:00,2016-03-23 14:55:29.979514028,1,-73.96739088798077,40.81015435198038,-74.0399763640496,40.79234628885202,N,1529
demo_000114,2,2016-04-01 00:13:00,2016-04-01 00:20:40.768078464,4,-73.96637412151674,40.770563475422804,-73.96018666795963,40.75906876351798,N,460
demo_000115,1,2016-04-12 08:57:00,2016-04-12 09:15:44.597237255,2,-74.01243010335186,40.7596120348502,-73.98773191393629,40.78268493772519,N,1124
demo_000116,2,2016-01-07 16:58:00,2016-01-07 17:17:21.281848125,5,-74.02135200733902,40.804485481731355,-74.00589233904789,40.83392338611906,N,1161
demo_000117,2,2016-01-26 03:55:00,2016-01-26 04:12:52.865302924,5,-74.00092334093914,40.81688342548691,-73.94787980464939,40.81870350276382,N,1072
demo_000118,2,2016-02-14 04:28:00,2016-02-14 04:49:17.484752735,5,-74.0071497583929,40.79767490460065,-73.9613826136299,40.76540566071962,N,1277
demo_000119,2,2016-01-21 14:46:00,2016-01-21 14:52:56.458372463,4,-74.05061587527375,40.72504618392196,-74.04133431780265,40.71706520037508,N,416
demo_000120,2,2016-03-20 03:07:00,2016-03-20 03:35:18.406921740,4,-74.01431727871336,40.765047069862526,-73.93461865227896,40.726131129230865,N,1698
demo_000121,1,2016-04-30 07:30:00,2016-04-30 07:47:58.020045314,3,-73.97301996569145,40.773383065050204,-73.94023033739668,40.77541353011574,N,1078
demo_000122,1,2016-04-27 19:07:00,2016-04-27 19:16:41.456231419,5,-73.92803253871331,40.6946634060879,-73.94033204604453,40.70155929009223,N,581
demo_000123,2,2016-03-25 19:08:00,2016-03-25 19:20:56.152100734,5,-73.96005238991718,40.77442762308673,-73.97938455573617,40.76711844171871,N,776
demo_000124,1,2016-06-02 21:56:00,2016-06-02 22:09:54.635485724,2,-74.1,40.837554713909284,-74.05648304739591,40.84408091691363,N,834
demo_000125,1,2016-04-11 17:49:00,2016-04-11 18:04:38.129424517,2,-73.95614133283593,40.78039776580303,-73.98389473076449,40.791654099258295,N,938
demo_000126,2,2016-01-15 06:07:00,2016-01-15 06:14:53.086027009,5,-74.0101168303653,40.809569457850465,-74.02445767014635,40.816504733008955,N,473
demo_000127,2,2016-05-17 16:47:00,2016-05-17 17:07:37.519316510,3,-73.96461139663904,40.76440201555451,-73.97299641283996,40.731960697662494,N,1237
demo_000128,1,2016-04-13 10:16:00,2016-04-13 10:24:17.396520869,2,-73.98563608666447,40.75543735866057,-73.9731882178998,40.74859922187173,N,497
demo_000129,2,2016-04-24 05:58:00,2016-04-24 06:05:20.148578484,6,-73.99367094317391,40.77134449865284,-74.00044198587757,40.782410259066026,N,440
demo_000130,1,2016-04-11 18:24:00,2016-04-11 18:53:26.110870604,6,-73.98960060775829,40.729446067320545,-74.03569458913509,40.772071285145806,N,1766
demo_000131,2,2016-04-09 15:27:00,2016-04-09 15:45:02.043311781,5,-73.98600909387214,40.7242678684468,-73.94533630304247,40.716925873190355,N,1082
demo_000132,2,2016-01-17 07:14:00,2016-01-17 07:27:20.395475053,3,-73.92450177625594,40.80232065950093,-73.93865572896341,40.81719334491303,N,800
demo_000133,1,2016-04-10 15:46:00,2016-04-10 16:09:58.586715764,4,-73.98588470841882,40.806031982000334,-73.91518697401084,40.82974208362228,N,1438
demo_000134,2,2016-05-23 02:01:00,2016-05-23 02:07:35.482238810,6,-73.93615087400684,40.72331127895445,-73.92551122375275,40.71800233109839,N,395
demo_000135,2,2016-02-24 17:03:00,2016-02-24 17:28:41.685000180,4,-73.94270423603695,40.791879958159385,-73.89835197408287,40.822886967341546,N,1541
demo_000136,2,2016-04-18 12:15:00,2016-04-18 12:33:10.431637034,5,-73.95498295035874,40.75495640085379,-73.93290279736242,40.787415094302425,N,1090
demo_000137,1,2016-01-06 13:07:00,2016-01-06 13:28:07.860514937,6,-74.06539784690584,40.76989330010717,-74.01937087740485,40.807163687926824,N,1267
demo_000138,2,2016-03-03 13:11:00,2016-03-03 13:23:36.081157643,5,-73.93475153047272,40.77410765238023,-73.91478966560346,40.78648532094284,N,756
demo_000139,1,2016-03-19 14:37:00,2016-03-19 15:02:51.018137108,4,-74.0056055582361,40.792802266384356,-73.99737464904638,40.85652597212511,N,1551
demo_000140,1,2016-06-25 21:25:00,2016-06-25 21:41:42.179221070,3,-73.95279227235163,40.76089513706521,-73.91452907913666,40.74428249302058,N,1002
demo_000141,1,2016-02-08 15:00:00,2016-02-08 15:31:47.300340470,3,-74.02876397749581,40.80735566983557,-73.94175495348509,40.8647057646624,N,1907
demo_000142,1,2016-02-19 18:41:00,2016-02-19 18:54:53.574607171,5,-74.03832833194865,40.7688294493916,-74.04777122479982,40.78957353558538,N,833
demo_000143,1,2016-03-14 12:50:00,2016-03-14 13:08:03.837498848,3,-73.8960625068426,40.779846449536436,-73.86824006227222,40.81603690752816,N,1083
demo_000144,2,2016-06-27 16:18:00,2016-06-27 16:25:57.182978151,2,-74.02806423800772,40.7288358092962,-74.02824781029557,40.720194789923575,N,477
demo_000145,1,2016-06-02 14:42:00,2016-06-02 14:55:32.564604727,2,-73.93342520124267,40.83355306537467,-73.91571313552541,40.856353882354696,N,812
demo_000146,2,2016-01-07 05:52:00,2016-01-07 06:07:46.701808790,4,-73.97967108553536,40.774443872312176,-73.97819553602018,40.812972174731115,N,946
demo_000147,1,2016-02-12 02:37:00,2016-02-12 03:01:20.846770821,6,-74.0039054026262,40.78295490988708,-74.07942640362607,40.75359622650654,N,1460
demo_000148,2,2016-05-27 21:38:00,2016-05-27 21:44:58.395219979,3,-73.98701729979486,40.701713496607596,-73.9940238349157,40.69730368699858,N,418
demo_000149,2,2016-01-11 11:52:00,2016-01-11 12:18:40.310730633,4,-74.04354925234391,40.729205429192234,-74.00856482479561,40.671391606609994,N,1600
demo_000150,1,2016-06-03 00:29:00,2016-06-03 00:39:38.832876559,2,-73.98561894708241,40.80132592907716,-74.01240117889681,40.796510938702234,N,638
demo_000151,2,2016-02-20 15:34:00,2016-02-20 15:51:17.436471763,3,-74.03372331412531,40.76804118914024,-74.00149018861781,40.74600896791682,N,1037
demo_000152,1,2016-06-14 04:15:00,2016-06-14 04:24:29.198828726,3,-74.00279497074413,40.69101770928099,-73.99636864999047,40.68513798170589,N,569
demo_000153,2,2016-02-22 20:19:00,2016-02-22 20:49:20.578350964,3,-73.94336151962136,40.79434014751444,-73.95006368820125,40.87327851816976,N,1820
demo_000154,2,2016-03-19 04:14:00,2016-03-19 04:35:03.950055110,6,-73.97356141955491,40.738967601847655,-73.94185788106999,40.78534829653118,N,1263
demo_000155,2,2016-04-29 03:28:00,2016-04-29 03:45:44.431206877,6,-74.05169767244962,40.80739609450569,-74.02786156842487,40.76853101101477,N,1064
demo_000156,1,2016-01-23 17:31:00,2016-01-23 17:43:19.380657191,2,-73.94668303428888,40.75492575124888,-73.93196388679695,40.76993068539206,N,739
demo_000157,2,2016-04-10 06:22:00,2016-04-10 06:38:27.883675542,3,-73.98531948928591,40.765164734010725,-73.9497629821886,40.78673587336132,N,987
demo_000158,2,2016-03-31 21:40:00,2016-03-31 21:46:46.458724687,1,-74.00939833707842,40.79926341025071,-74.00228989589283,40.79014018890969,N,406
demo_000159,2,2016-05-21 02:26:00,2016-05-21 02:43:43.782186854,5,-73.9513995663241,40.72658774602009,-74.00896287747871,40.731402051305366,N,1063
demo_000160,1,2016-06-28 07:10:00,2016-06-28 07:19:18.411063801,5,-73.99252430766397,40.72325036172582,-74.0057585382236,40.73070188132602,N,558
demo_000161,2,2016-04-29 13:50:00,2016-04-29 14:14:00.607698696,6,-74.03745476029576,40.75112255528607,-74.10060884509305,40.7147640482188,N,1440
demo_000162,2,2016-03-14 15:41:00,2016-03-14 15:56:01.830413451,4,-73.90184856298477,40.78695104798675,-73.87884079406747,40.75910515542642,N,901
demo_000163,2,2016-03-14 03:35:00,2016-03-14 03:47:56.585493431,6,-73.9857779349301,40.71141929615853,-73.95441094055485,40.71607130755644,N,776
demo_000164,2,2016-03-16 05:34:00,2016-03-16 05:46:15.815047479,1,-73.9886623342017,40.699618789003885,-73.95570275572705,40.702302657259395,N,735
demo_000165,1,2016-05-26 12:34:00,2016-05-26 12:44:36.508727167,3,-74.00322973272787,40.78683023244653,-73.98611141825484,40.767699039130264,N,636
demo_000166,1,2016-02-27 19:39:00,2016-02-27 19:58:42.797701279,3,-73.93190154172441,40.73689575906016,-73.8980241621958,40.715447603284105,N,1182
demo_000167,2,2016-01-31 01:19:00,2016-01-31 01:36:58.267676322,5,-74.00861953286639,40.74427208954779,-74.06380064970575,40.74184804980667,N,1078
demo_000168,1,2016-03-01 04:08:00,2016-03-01 04:19:26.878583555,2,-74.05452409364652,40.693011635932095,-74.05828893590932,40.716937711662645,N,686
demo_000169,2,2016-01-05 02:06:00,2016-01-05 02:22:54.448388238,2,-74.01554049478531,40.734235723997685,-74.0650625543936,40.732170608182116,N,1014
demo_000170,1,2016-01-20 02:32:00,2016-01-20 02:49:32.822887285,1,-73.92529514297954,40.75773514461791,-73.93783667942775,40.80154887704507,N,1052
demo_000171,1,2016-01-17 05:00:00,2016-01-17 05:19:28.061702075,6,-73.94755405273443,40.790563225016804,-73.89098524197678,40.77177607022991,N,1168
demo_000172,1,2016-05-18 21:06:00,2016-05-18 21:21:42.088203969,3,-73.99647570436969,40.73100694418179,-73.95821240298727,40.736220908821075,N,942
demo_000173,2,2016-05-10 00:35:00,2016-05-10 00:47:05.601679614,1,-73.92320351862618,40.81600816420814,-73.90002352939958,40.80644218762233,N,725
demo_000174,2,2016-05-05 10:02:00,2016-05-05 10:11:42.452540746,2,-73.95134259970301,40.73404053915371,-73.95769930770403,40.74991548470686,N,582
demo_000175,2,2016-03-24 03:18:00,2016-03-24 03:33:18.975044810,4,-73.99699652136356,40.734091786944525,-74.03177233881915,40.712988914124445,N,918
